market_id,symbol,question,polarity,polarity_source,pct,converged,asset_confidence,question_confidence,archetype,relevance,split,entry_date,entry_prob,entry_price,exit_date,exit_price,exit_reason,peak_pct,trough_pct,return_pct,_entry_ts,_exit_ts,candidate_t_theta,candidate_t_e,_qty,_position_size_pct,_asset_entry_notional,_equity_at_entry,invested_frac_pct,_benchmark_sell_cost,_asset_buy_cost,realized_exit_reason,gross_pnl,pnl,pnl_pct,txn_cost,exit_value,benchmark_rebuy_qty
637819,NTRS,Will Northern Trust (NTRS) beat quarterly earnings?,1,regex,0.785,YES,6.0,6.0,Northern Trust Earnings,1.0,train,2025-10-20,0.785,128.85,2025-10-21,128.52,resolution-1d,0.0,-2.82,-0.26,2025-10-20 00:00:00+00:00,2025-10-21 00:00:00+00:00,2025-10-17,2025-10-22,58,0.06,7473.3,126139.34,5.9246,4.31,4.09,resolution-1d,-19.14,-35.9,-0.4803,16.76,7454.16,11.0918
637847,RJF,Will Raymond James Financial (RJF) beat quarterly earnings?,1,regex,0.765,NO,6.0,6.0,Raymond James Financial Earnings,1.0,train,2025-10-20,0.765,164.98,2025-10-21,165.75,resolution-1d,0.0,-1.72,0.47,2025-10-20 00:00:00+00:00,2025-10-21 00:00:00+00:00,2025-10-17,2025-10-22,45,0.06,7424.1,126121.28,5.8865,4.34,4.06,resolution-1d,34.65,17.89,0.2409,16.76,7458.75,11.0986
637880,STBA,Will S&T Bancorp (STBA) beat quarterly earnings?,1,regex,0.805,YES,5.0,5.0,S&T Bancorp Earnings,1.0,train,2025-10-20,0.805,35.69,2025-10-22,35.69,resolution-1d,0.92,-2.38,0.0,2025-10-20 00:00:00+00:00,2025-10-22 00:00:00+00:00,2025-10-17,2025-10-23,211,0.06,7530.59,126173.58,5.9684,4.35,4.5,resolution-1d,0.0,-17.67,-0.2347,17.67,7530.59,11.2635
637886,UNP,Will Union Pacific (UNP) beat quarterly earnings?,1,regex,0.775,YES,7.0,7.0,Union Pacific Earnings,1.0,train,2025-10-20,0.775,227.3,2025-10-22,225.24,resolution-1d,0.37,-0.92,-0.91,2025-10-20 00:00:00+00:00,2025-10-22 00:00:00+00:00,2025-10-17,2025-10-23,33,0.06,7500.9,126164.73,5.9453,4.33,4.1,resolution-1d,-67.98,-84.75,-1.1298,16.77,7432.92,11.118
637885,TSCO,Will Tractor Supply (TSCO) beat quarterly earnings?,1,regex,0.785,YES,6.0,6.0,Tractor Supply Earnings,1.0,train,2025-10-20,0.785,55.29,2025-10-22,54.83,resolution-1d,0.49,-1.5,-0.83,2025-10-20 00:00:00+00:00,2025-10-22 00:00:00+00:00,2025-10-17,2025-10-23,136,0.06,7519.44,126156.3,5.9604,4.31,4.24,resolution-1d,-62.56,-79.6,-1.0585,17.04,7456.88,11.1536
637883,SSNC,Will SS&C Technologies Holdings (SSNC) beat quarterly earnings?,1,regex,0.855,YES,6.0,6.0,SS&C Technologies Earnings,1.0,train,2025-10-20,0.855,81.39,2025-10-22,82.05,resolution-1d,1.76,-1.71,0.81,2025-10-20 00:00:00+00:00,2025-10-22 00:00:00+00:00,2025-10-17,2025-10-23,92,0.06,7487.88,126147.76,5.9358,4.32,4.09,resolution-1d,60.72,43.86,0.5857,16.86,7548.6,11.291
637879,PCG,Will PG&E (PCG) beat quarterly earnings?,1,regex,0.705,YES,6.0,6.0,PG&E Earnings,1.0,train,2025-10-20,0.705,16.68,2025-10-22,16.58,resolution-1d,2.34,-0.9,-0.6,2025-10-20 00:00:00+00:00,2025-10-22 00:00:00+00:00,2025-10-17,2025-10-23,453,0.06,7556.04,126130.95,5.9906,4.3,5.36,resolution-1d,-45.3,-64.61,-0.8551,19.31,7510.74,11.2325
642139,BKNG,Will Booking Holdings (BKNG) beat quarterly earnings?,1,regex,0.695,YES,7.0,7.0,Booking Holdings Earnings,1.0,train,2025-10-22,0.695,209.22,2025-10-27,210.18,resolution-1d,0.52,-2.88,0.46,2025-10-22 00:00:00+00:00,2025-10-27 00:00:00+00:00,2025-10-21,2025-10-28,35,0.06,7322.7,125567.42,5.8317,4.32,4.01,resolution-1d,33.6,17.01,0.2323,16.59,7356.3,10.7233
643048,UPS,Will United Parcel Service (UPS) beat quarterly earnings?,1,regex,0.72,YES,7.0,7.0,United Parcel Service Earnings,0.98,train,2025-10-23,0.72,87.03,2025-10-27,89.22,resolution-1d,1.47,-0.84,2.52,2025-10-23 00:00:00+00:00,2025-10-27 00:00:00+00:00,2025-10-22,2025-10-28,86,0.06,7484.58,126115.38,5.9347,4.34,4.09,resolution-1d,188.34,171.33,2.2891,17.01,7672.92,11.1849
643036,PYPL,Will PayPal Holdings (PYPL) beat quarterly earnings?,1,regex,0.755,YES,6.0,6.0,PayPal Holdings Earnings,0.95,train,2025-10-23,0.755,69.66,2025-10-27,70.25,resolution-1d,2.28,-2.31,0.85,2025-10-23 00:00:00+00:00,2025-10-27 00:00:00+00:00,2025-10-22,2025-10-28,108,0.06,7523.28,126098.56,5.9662,4.29,4.14,resolution-1d,63.72,46.77,0.6216,16.95,7587.0,11.0596
