market_id,symbol,question,polarity,polarity_source,pct,converged,asset_confidence,question_confidence,archetype,relevance,split,entry_date,entry_prob,entry_price,exit_date,exit_price,exit_reason,peak_pct,trough_pct,return_pct,_entry_ts,_exit_ts,candidate_t_theta,candidate_t_e,_qty,_position_size_pct,_asset_entry_notional,_equity_at_entry,invested_frac_pct,_benchmark_sell_cost,_asset_buy_cost,realized_exit_reason,gross_pnl,pnl,pnl_pct,txn_cost,exit_value,benchmark_rebuy_qty
613066,DPZ,Will Domino’s Pizza (DPZ) beat quarterly earnings?,1,llm,0.695,YES,5.0,5.0,Domino's Pizza Earnings,0.95,train,2025-09-30,0.695,431.71,2025-10-10,406.37,resolution-1d,0.98,-6.33,-5.87,2025-09-30 00:00:00+00:00,2025-10-10 00:00:00+00:00,2025-09-26,2025-10-14,36,0.12,15541.56,134800.02,11.5293,8.7,8.12,resolution-1d,-912.24,-944.79,-6.0791,32.55,14629.32,22.3785
619557,TFC,Will Truist Financial (TFC) beat quarterly earnings?,1,llm,0.8,YES,6.0,6.0,Truist Financial Earnings,0.98,train,2025-10-06,0.8,45.33,2025-10-10,42.48,trailing_3.8ATR,1.43,-6.68,-6.29,2025-10-06 00:00:00+00:00,2025-10-10 00:00:00+00:00,2025-10-04,2025-10-17,356,0.12,16137.48,134688.49,11.9813,8.88,9.31,trailing_3.8ATR,-1014.6,-1049.92,-6.5061,35.32,15122.88,23.1321
619538,KEY,Will Key (KEY) beat quarterly earnings?,1,llm,0.72,YES,6.0,6.0,KeyCorp Earnings,0.98,train,2025-10-07,0.72,18.41,2025-10-14,18.01,resolution-1d,0.49,-6.68,-2.17,2025-10-07 00:00:00+00:00,2025-10-14 00:00:00+00:00,2025-10-04,2025-10-16,873,0.12,16071.93,134183.66,11.9776,8.84,11.09,resolution-1d,-349.2,-388.69,-2.4184,39.49,15722.73,23.7126
627451,AXP,Will American Express (AXP) beat quarterly earnings?,1,llm,0.845,YES,7.0,7.0,American Express Earnings,0.99,train,2025-10-08,0.845,323.82,2025-10-15,333.53,profit_lock_3%,3.86,-2.43,3.0,2025-10-08 00:00:00+00:00,2025-10-15 00:00:00+00:00,2025-10-08,2025-10-17,49,0.12,15867.18,132975.75,11.9324,8.77,8.28,profit_lock_3%,475.79,441.25,2.7809,34.54,16342.97,24.5433
627753,LVS,Will Las Vegas Sands (LVS) beat quarterly earnings?,1,llm,0.755,NO,6.0,6.0,Las Vegas Sands Earnings,1.0,train,2025-10-13,0.755,46.47,2025-10-15,48.33,profit_lock_4%,4.17,-1.21,4.0,2025-10-13 00:00:00+00:00,2025-10-15 00:00:00+00:00,2025-10-09,2025-10-22,339,0.12,15753.33,131482.12,11.9813,8.67,9.06,profit_lock_4%,630.54,594.44,3.7734,36.1,16383.87,24.6035
627739,AAL,Will American Airlines Group (AAL) beat quarterly earnings?,1,llm,0.85,YES,6.0,6.0,American Airlines Earnings,1.0,train,2025-10-13,0.85,11.74,2025-10-15,12.21,profit_lock_4%,4.6,-1.87,4.0,2025-10-13 00:00:00+00:00,2025-10-15 00:00:00+00:00,2025-10-10,2025-10-23,1341,0.12,15743.34,131464.39,11.9754,8.67,12.57,profit_lock_4%,630.27,587.17,3.7296,43.1,16373.61,24.5828
627454,CB,Will Chubb (CB) beat quarterly earnings?,1,llm,0.82,YES,6.0,6.0,Chubb Earnings,0.98,train,2025-10-08,0.82,287.1,2025-10-16,274.86,trailing_3.8ATR,0.79,-7.59,-4.26,2025-10-08 00:00:00+00:00,2025-10-16 00:00:00+00:00,2025-10-08,2025-10-21,30,0.12,8613.0,132958.7,6.478,4.92,4.66,trailing_3.8ATR,-367.2,-385.95,-4.481,18.75,8245.8,12.4677
637819,NTRS,Will Northern Trust (NTRS) beat quarterly earnings?,1,llm,0.77,YES,6.0,6.0,Northern Trust Earnings,1.0,train,2025-10-17,0.77,124.82,2025-10-21,129.81,profit_lock_4%,4.3,-2.96,4.0,2025-10-17 00:00:00+00:00,2025-10-21 00:00:00+00:00,2025-10-17,2025-10-22,128,0.12,15976.96,133649.57,11.9544,8.81,8.44,profit_lock_4%,638.72,603.6,3.778,35.12,16615.68,24.7253
637847,RJF,Will Raymond James Financial (RJF) beat quarterly earnings?,1,llm,0.7,NO,6.0,6.0,Raymond James Financial Earnings,1.0,train,2025-10-17,0.7,161.49,2025-10-21,165.75,resolution-1d,2.97,-1.96,2.64,2025-10-17 00:00:00+00:00,2025-10-21 00:00:00+00:00,2025-10-17,2025-10-22,99,0.12,15987.51,133612.11,11.9656,8.81,8.34,resolution-1d,421.74,387.03,2.4208,34.71,16409.25,24.4182
637880,STBA,Will S&T Bancorp (STBA) beat quarterly earnings?,1,llm,0.695,YES,5.0,5.0,S&T Bancorp Earnings,1.0,train,2025-10-17,0.695,34.99,2025-10-22,35.69,resolution-1d,2.94,-0.77,2.0,2025-10-17 00:00:00+00:00,2025-10-22 00:00:00+00:00,2025-10-17,2025-10-23,458,0.12,16025.42,133702.49,11.9859,8.81,9.62,resolution-1d,320.6,283.43,1.7686,37.17,16346.02,24.4494
637886,UNP,Will Union Pacific (UNP) beat quarterly earnings?,1,llm,0.695,YES,7.0,7.0,Union Pacific Earnings,1.0,train,2025-10-17,0.695,226.04,2025-10-22,225.24,resolution-1d,1.4,-0.54,-0.35,2025-10-17 00:00:00+00:00,2025-10-22 00:00:00+00:00,2025-10-17,2025-10-23,70,0.12,15822.8,133684.07,11.836,8.82,8.26,resolution-1d,-56.0,-89.98,-0.5687,33.98,15766.8,23.5848
637883,SSNC,Will SS&C Technologies Holdings (SSNC) beat quarterly earnings?,1,llm,0.74,YES,6.0,6.0,SS&C Technologies Earnings,1.0,train,2025-10-17,0.74,79.68,2025-10-22,82.07,profit_lock_3%,3.94,-0.77,3.0,2025-10-17 00:00:00+00:00,2025-10-22 00:00:00+00:00,2025-10-17,2025-10-23,201,0.12,16015.68,133666.99,11.9818,8.71,8.71,profit_lock_3%,480.39,444.97,2.7783,35.42,16496.07,24.6752
