experiment,benchmark,hurdle_realized_fitness_penalty,train_windows,kelly,allocation_mode,dd_penalty,cem_objective,cem_objective_scope,policy_scope,wf_folds,train_fit_label_cutoff,train_fit_candidates,policy_base_position_size_pct,policy_max_concurrent,policy_json,policy_snapshot_json,train_return_pct,train_benchmark_return_pct,train_excess_return_pct,train_max_dd_pct,train_sharpe,train_benchmark_sharpe,train_start_date,train_end_date,train_equity_days,train_trades,train_win_rate_pct,train_avg_net_pnl,train_avg_gross_pnl,train_gross_trade_pnl,train_net_trade_pnl,train_total_txn_cost,train_trade_txn_cost,train_friction_fail_rate_pct,train_avg_position_size_pct,train_median_position_size_pct,train_min_position_size_pct,train_max_position_size_pct,train_thin_sample,train_skip_max_concurrent,train_skip_duplicate_symbol,train_skip_insufficient_capital,train_skip_same_day_symbol_collapsed,train_skip_preempt_hurdle,train_preemptions,train_selected_geo_exposure_share,train_selected_macro_exposure_share,train_selected_earnings_exposure_share,train_selected_other_exposure_share,train_selected_geo_trades,train_selected_macro_trades,train_selected_earnings_trades,train_selected_other_trades,train_skipped_high_priority_opportunities,train_skipped_geo_opportunities,train_skipped_macro_opportunities,test_return_pct,test_benchmark_return_pct,test_excess_return_pct,test_max_dd_pct,test_sharpe,test_benchmark_sharpe,test_start_date,test_end_date,test_equity_days,test_trades,test_win_rate_pct,test_avg_net_pnl,test_avg_gross_pnl,test_gross_trade_pnl,test_net_trade_pnl,test_total_txn_cost,test_trade_txn_cost,test_friction_fail_rate_pct,test_avg_position_size_pct,test_median_position_size_pct,test_min_position_size_pct,test_max_position_size_pct,test_thin_sample,test_skip_max_concurrent,test_skip_duplicate_symbol,test_skip_insufficient_capital,test_skip_same_day_symbol_collapsed,test_skip_preempt_hurdle,test_preemptions,test_selected_geo_exposure_share,test_selected_macro_exposure_share,test_selected_earnings_exposure_share,test_selected_other_exposure_share,test_selected_geo_trades,test_selected_macro_trades,test_selected_earnings_trades,test_selected_other_trades,test_skipped_high_priority_opportunities,test_skipped_geo_opportunities,test_skipped_macro_opportunities
Baseline,SPY,False,False,False,fifo,0.3,-4.144261,train_fit,frozen_policy,0,2026-01-01,445,12.0,10,"{""atr_mult"": 3.7637620870622692, ""enter_floor"": 0.6943603026765311, ""enter_strong"": 0.6943603026765311, ""hold_days"": 1, ""lock_activate"": 0.03435617491465705, ""max_concurrent"": 10, ""max_price_runup"": 0.09208953443784273, ""max_prob_surge"": 0.3767748120852654, ""position_size_pct"": 0.12, ""theta_out"": 0.5347387666387801}","{""atr_mult"": 3.7637620870622692, ""enter_floor"": 0.6943603026765311, ""enter_strong"": 0.6943603026765311, ""hold_days"": 1, ""lock_activate"": 0.03435617491465705, ""max_concurrent"": 10, ""max_price_runup"": 0.09208953443784273, ""max_prob_surge"": 0.3767748120852654, ""position_size_pct"": 0.12, ""theta_out"": 0.5347387666387801}",47.3933,25.1147,22.2786,-18.9941,1.554,0.9653,2024-07-29,2025-12-31,359,130,66.9231,184.394,217.1478,28229.21,23971.22,4311.62,4257.99,42.3077,12.0,12.0,12.0,12.0,False,112,53,57,0,0,0,7.3285,0.0,83.0825,9.589,10,0,106,14,0,0,0,24.0494,8.5199,15.5295,-11.3267,2.6774,1.3968,2026-01-02,2026-06-12,112,201,58.209,128.3323,155.2268,31200.58,25794.79,5460.45,5405.79,42.7861,12.0,12.0,12.0,12.0,False,266,49,29,0,0,0,6.1817,0.5905,92.0882,1.1396,12,1,186,2,0,0,0
Baseline,QQQ,False,False,False,fifo,0.3,-5.428148,train_fit,frozen_policy,0,2026-01-01,445,11.4703,11,"{""atr_mult"": 3.9023266012435602, ""enter_floor"": 0.7433604480817734, ""enter_strong"": 0.81749614204485, ""hold_days"": 1, ""lock_activate"": 0.03166170055139638, ""max_concurrent"": 11, ""max_price_runup"": 0.1270778673198443, ""max_prob_surge"": 0.2, ""position_size_pct"": 0.1147027332727811, ""theta_out"": 0.5637677634601008}","{""atr_mult"": 3.9023266012435602, ""enter_floor"": 0.7433604480817734, ""enter_strong"": 0.81749614204485, ""hold_days"": 1, ""lock_activate"": 0.03166170055139638, ""max_concurrent"": 11, ""max_price_runup"": 0.1270778673198443, ""max_prob_surge"": 0.2, ""position_size_pct"": 0.1147027332727811, ""theta_out"": 0.5637677634601008}",52.4144,32.3558,20.0586,-22.8769,1.4349,0.9885,2024-07-29,2025-12-31,359,123,62.6016,157.5921,192.5376,23682.12,19383.83,4351.77,4298.29,46.3415,11.4703,11.4703,11.4703,11.4703,False,17,49,103,0,0,0,6.4035,0.0,83.7893,9.8072,9,0,101,13,0,0,0,18.0158,17.5912,0.4245,-9.6482,1.8734,1.9447,2026-01-02,2026-06-12,112,204,55.8824,79.0995,103.6956,21153.9,16136.29,5071.98,5017.61,47.0588,11.4703,11.4703,11.4703,11.4703,False,119,46,60,0,0,0,6.6773,1.0507,91.7075,0.5645,13,2,188,1,0,0,0
T1+T2,SPY,True,True,False,fifo,0.3,1.17154,online_refit,online_refit_schedule,5,2026-01-01,445,10.9696,10,"[{""eval_end_exclusive_date"": ""2025-07-29"", ""eval_start_date"": ""2025-04-29"", ""fold"": 1, ""policy"": {""atr_mult"": 3.3807916853867646, ""enter_floor"": 0.7390597508288134, ""enter_strong"": 0.7465045780331018, ""hold_days"": 1, ""lock_activate"": 0.028157108432289937, ""max_concurrent"": 10, ""max_price_runup"": 0.08302112734457127, ""max_prob_surge"": 0.38278355595254826, ""position_size_pct"": 0.11978584266340359, ""theta_out"": 0.5441435978493911}}, {""eval_end_exclusive_date"": ""2025-10-29"", ""eval_start_date"": ""2025-07-29"", ""fold"": 2, ""policy"": {""atr_mult"": 3.8877008066206935, ""enter_floor"": 0.6312937083882529, ""enter_strong"": 0.7983136600217656, ""hold_days"": 2, ""lock_activate"": 0.02, ""max_concurrent"": 9, ""max_price_runup"": 0.08147415111834314, ""max_prob_surge"": 0.34430849011758646, ""position_size_pct"": 0.09153002083915479, ""theta_out"": 0.5550828038387156}}, {""eval_end_exclusive_date"": ""2026-01-29"", ""eval_start_date"": ""2025-10-29"", ""fold"": 3, ""policy"": {""atr_mult"": 4.0, ""enter_floor"": 0.6317790184947671, ""enter_strong"": 0.6317790184947671, ""hold_days"": 1, ""lock_activate"": 0.020237174215831738, ""max_concurrent"": 10, ""max_price_runup"": 0.11934348467630909, ""max_prob_surge"": 0.5410458056231623, ""position_size_pct"": 0.10969579657985808, ""theta_out"": 0.48266537282661093}}, {""eval_end_exclusive_date"": ""2026-04-29"", ""eval_start_date"": ""2026-01-29"", ""fold"": 4, ""policy"": {""atr_mult"": 4.0, ""enter_floor"": 0.6945433090641806, ""enter_strong"": 0.6945433090641806, ""hold_days"": 3, ""lock_activate"": 0.024927116286111616, ""max_concurrent"": 10, ""max_price_runup"": 0.10748328689367094, ""max_prob_surge"": 0.4706975825972687, ""position_size_pct"": 0.10921190518047409, ""theta_out"": 0.5215670676865837}}, {""eval_end_exclusive_date"": ""2026-06-14"", ""eval_start_date"": ""2026-04-29"", ""fold"": 5, ""policy"": {""atr_mult"": 3.8230477861639045, ""enter_floor"": 0.6906284649687494, ""enter_strong"": 0.6906284649687494, ""hold_days"": 1, ""lock_activate"": 0.02401491174390256, ""max_concurrent"": 9, ""max_price_runup"": 0.15545803701916058, ""max_prob_surge"": 0.4170234443947852, ""position_size_pct"": 0.12, ""theta_out"": 0.45}}]","{""atr_mult"": 4.0, ""enter_floor"": 0.6317790184947671, ""enter_strong"": 0.6317790184947671, ""hold_days"": 1, ""lock_activate"": 0.020237174215831738, ""max_concurrent"": 10, ""max_price_runup"": 0.11934348467630909, ""max_prob_surge"": 0.5410458056231623, ""position_size_pct"": 0.10969579657985808, ""theta_out"": 0.48266537282661093}",30.4972,25.1147,5.3825,-18.9919,1.1024,0.9653,2024-07-29,2025-12-31,359,141,64.539,45.3322,73.8228,10409.02,6391.84,4073.28,4017.18,43.9716,10.2066,10.9696,9.153,11.9786,False,166,51,0,0,0,0,6.8175,0.0,83.0558,10.1267,9,0,117,15,0,0,0,24.1418,8.5199,15.6219,-7.0684,2.8839,1.3968,2026-01-02,2026-06-12,112,218,63.3028,124.3899,151.0602,32931.13,27117.0,5872.22,5814.13,38.0734,11.1665,10.9212,10.9212,12.0,False,296,52,0,0,0,0,6.3098,0.566,91.5647,1.5595,14,1,200,3,0,0,0
T1+T2,QQQ,True,True,False,fifo,0.3,1.379357,online_refit,online_refit_schedule,5,2026-01-01,445,10.4828,10,"[{""eval_end_exclusive_date"": ""2025-07-29"", ""eval_start_date"": ""2025-04-29"", ""fold"": 1, ""policy"": {""atr_mult"": 4.0, ""enter_floor"": 0.7917205915446837, ""enter_strong"": 0.7917205915446837, ""hold_days"": 1, ""lock_activate"": 0.034467935629710976, ""max_concurrent"": 8, ""max_price_runup"": 0.09991917367572375, ""max_prob_surge"": 0.2902930937857977, ""position_size_pct"": 0.11005875612989653, ""theta_out"": 0.5635989421635501}}, {""eval_end_exclusive_date"": ""2025-10-29"", ""eval_start_date"": ""2025-07-29"", ""fold"": 2, ""policy"": {""atr_mult"": 3.8801068644159447, ""enter_floor"": 0.8, ""enter_strong"": 0.8, ""hold_days"": 1, ""lock_activate"": 0.035394383317515425, ""max_concurrent"": 9, ""max_price_runup"": 0.09704765404489485, ""max_prob_surge"": 0.3440634392913299, ""position_size_pct"": 0.11349111073589965, ""theta_out"": 0.5559144803600095}}, {""eval_end_exclusive_date"": ""2026-01-29"", ""eval_start_date"": ""2025-10-29"", ""fold"": 3, ""policy"": {""atr_mult"": 3.6719411351398317, ""enter_floor"": 0.7078828485231328, ""enter_strong"": 0.7537630247616286, ""hold_days"": 2, ""lock_activate"": 0.02, ""max_concurrent"": 10, ""max_price_runup"": 0.1979189034709732, ""max_prob_surge"": 0.46780018191899403, ""position_size_pct"": 0.10482831850320076, ""theta_out"": 0.5548573127446981}}, {""eval_end_exclusive_date"": ""2026-04-29"", ""eval_start_date"": ""2026-01-29"", ""fold"": 4, ""policy"": {""atr_mult"": 3.7766241006451557, ""enter_floor"": 0.694331987059584, ""enter_strong"": 0.7708102129560455, ""hold_days"": 1, ""lock_activate"": 0.02, ""max_concurrent"": 9, ""max_price_runup"": 0.10542262096812051, ""max_prob_surge"": 0.2, ""position_size_pct"": 0.10382228937964977, ""theta_out"": 0.4535532319762253}}, {""eval_end_exclusive_date"": ""2026-06-14"", ""eval_start_date"": ""2026-04-29"", ""fold"": 5, ""policy"": {""atr_mult"": 3.6791130377463896, ""enter_floor"": 0.7904191822897418, ""enter_strong"": 0.7904191822897418, ""hold_days"": 1, ""lock_activate"": 0.02, ""max_concurrent"": 10, ""max_price_runup"": 0.13671464656821888, ""max_prob_surge"": 0.2, ""position_size_pct"": 0.10948782847223623, ""theta_out"": 0.5608370031820524}}]","{""atr_mult"": 3.6719411351398317, ""enter_floor"": 0.7078828485231328, ""enter_strong"": 0.7537630247616286, ""hold_days"": 2, ""lock_activate"": 0.02, ""max_concurrent"": 10, ""max_price_runup"": 0.1979189034709732, ""max_prob_surge"": 0.46780018191899403, ""position_size_pct"": 0.10482831850320076, ""theta_out"": 0.5548573127446981}",52.4266,32.3558,20.0708,-22.8752,1.4452,0.9885,2024-07-29,2025-12-31,359,133,71.4286,162.3462,196.449,26127.72,21592.05,4591.96,4535.67,35.3383,10.9052,11.0059,10.4828,11.3491,False,116,51,0,0,0,0,5.6339,0.0,85.9806,8.3855,9,0,112,12,0,0,0,29.123,17.5912,11.5318,-7.0319,3.0064,1.9447,2026-01-02,2026-06-12,112,208,68.2692,126.8311,153.2148,31868.67,26380.87,5547.14,5487.8,33.1731,10.5222,10.3822,10.3822,10.9488,False,201,44,0,0,0,0,5.9732,0.5609,92.2193,1.2466,13,1,191,3,0,0,0
T1+T2+T3,SPY,True,True,True,fifo,0.3,2.001462,online_refit,online_refit_schedule,5,2026-01-01,445,10.6418,11,"[{""eval_end_exclusive_date"": ""2025-07-29"", ""eval_start_date"": ""2025-04-29"", ""fold"": 1, ""policy"": {""atr_mult"": 3.3807916853867646, ""enter_floor"": 0.7390597508288134, ""enter_strong"": 0.7465045780331018, ""hold_days"": 1, ""lock_activate"": 0.028157108432289937, ""max_concurrent"": 10, ""max_price_runup"": 0.08302112734457127, ""max_prob_surge"": 0.38278355595254826, ""position_size_pct"": 0.11978584266340359, ""theta_out"": 0.5441435978493911}}, {""eval_end_exclusive_date"": ""2025-10-29"", ""eval_start_date"": ""2025-07-29"", ""fold"": 2, ""policy"": {""atr_mult"": 2.0429022331617324, ""enter_floor"": 0.8, ""enter_strong"": 0.8, ""hold_days"": 1, ""lock_activate"": 0.03275735493999764, ""max_concurrent"": 10, ""max_price_runup"": 0.039728753363666595, ""max_prob_surge"": 0.3136989166970314, ""position_size_pct"": 0.10924385422339403, ""theta_out"": 0.5440366719716413}}, {""eval_end_exclusive_date"": ""2026-01-29"", ""eval_start_date"": ""2025-10-29"", ""fold"": 3, ""policy"": {""atr_mult"": 3.503761016004351, ""enter_floor"": 0.740272648746992, ""enter_strong"": 0.740272648746992, ""hold_days"": 1, ""lock_activate"": 0.02, ""max_concurrent"": 11, ""max_price_runup"": 0.09749005854442291, ""max_prob_surge"": 0.44732250887581354, ""position_size_pct"": 0.10641835219854247, ""theta_out"": 0.575603918396366}}, {""eval_end_exclusive_date"": ""2026-04-29"", ""eval_start_date"": ""2026-01-29"", ""fold"": 4, ""policy"": {""atr_mult"": 4.0, ""enter_floor"": 0.7358992665223062, ""enter_strong"": 0.7358992665223062, ""hold_days"": 1, ""lock_activate"": 0.02, ""max_concurrent"": 11, ""max_price_runup"": 0.1597669660221814, ""max_prob_surge"": 0.48615451697866685, ""position_size_pct"": 0.0925145507372828, ""theta_out"": 0.5349704262761514}}, {""eval_end_exclusive_date"": ""2026-06-14"", ""eval_start_date"": ""2026-04-29"", ""fold"": 5, ""policy"": {""atr_mult"": 3.123194680501931, ""enter_floor"": 0.7659429266228621, ""enter_strong"": 0.8054814856440343, ""hold_days"": 2, ""lock_activate"": 0.02, ""max_concurrent"": 10, ""max_price_runup"": 0.07471686405462953, ""max_prob_surge"": 0.3354718888790773, ""position_size_pct"": 0.11331652777835728, ""theta_out"": 0.5212411238574739}}]","{""atr_mult"": 3.503761016004351, ""enter_floor"": 0.740272648746992, ""enter_strong"": 0.740272648746992, ""hold_days"": 1, ""lock_activate"": 0.02, ""max_concurrent"": 11, ""max_price_runup"": 0.09749005854442291, ""max_prob_surge"": 0.44732250887581354, ""position_size_pct"": 0.10641835219854247, ""theta_out"": 0.575603918396366}",42.8459,25.1147,17.7312,-18.9919,1.4631,0.9653,2024-07-29,2025-12-31,359,147,67.3469,96.2951,123.6797,18180.91,14155.38,4079.35,4025.53,41.4966,10.1769,8.6745,5.0,20.0,False,69,52,31,0,0,0,6.7416,0.0,84.7773,8.481,9,0,125,13,0,0,0,22.5344,8.5199,14.0145,-9.5259,2.5038,1.3968,2026-01-02,2026-06-12,112,224,64.2857,107.4811,130.326,29193.03,24075.76,5175.15,5117.27,37.9464,11.3958,10.341,5.0,20.0,False,114,68,106,0,0,0,4.9559,0.9931,92.3882,1.6628,15,2,204,3,0,0,0
T1+T2+T3,QQQ,True,True,True,fifo,0.3,0.954512,online_refit,online_refit_schedule,5,2026-01-01,445,9.7444,10,"[{""eval_end_exclusive_date"": ""2025-07-29"", ""eval_start_date"": ""2025-04-29"", ""fold"": 1, ""policy"": {""atr_mult"": 4.0, ""enter_floor"": 0.7917205915446837, ""enter_strong"": 0.7917205915446837, ""hold_days"": 1, ""lock_activate"": 0.034467935629710976, ""max_concurrent"": 8, ""max_price_runup"": 0.09991917367572375, ""max_prob_surge"": 0.2902930937857977, ""position_size_pct"": 0.11005875612989653, ""theta_out"": 0.5635989421635501}}, {""eval_end_exclusive_date"": ""2025-10-29"", ""eval_start_date"": ""2025-07-29"", ""fold"": 2, ""policy"": {""atr_mult"": 3.8801068644159447, ""enter_floor"": 0.8, ""enter_strong"": 0.8, ""hold_days"": 1, ""lock_activate"": 0.035394383317515425, ""max_concurrent"": 9, ""max_price_runup"": 0.09704765404489485, ""max_prob_surge"": 0.3440634392913299, ""position_size_pct"": 0.11349111073589965, ""theta_out"": 0.5559144803600095}}, {""eval_end_exclusive_date"": ""2026-01-29"", ""eval_start_date"": ""2025-10-29"", ""fold"": 3, ""policy"": {""atr_mult"": 4.0, ""enter_floor"": 0.7923936263500405, ""enter_strong"": 0.7959123719631349, ""hold_days"": 1, ""lock_activate"": 0.02, ""max_concurrent"": 10, ""max_price_runup"": 0.14123553197051872, ""max_prob_surge"": 0.28472068095767905, ""position_size_pct"": 0.09744361351356448, ""theta_out"": 0.5718043065132098}}, {""eval_end_exclusive_date"": ""2026-04-29"", ""eval_start_date"": ""2026-01-29"", ""fold"": 4, ""policy"": {""atr_mult"": 3.678569065376073, ""enter_floor"": 0.7920976361677506, ""enter_strong"": 0.7960096706731132, ""hold_days"": 1, ""lock_activate"": 0.02, ""max_concurrent"": 10, ""max_price_runup"": 0.17312441905798776, ""max_prob_surge"": 0.2045562526838111, ""position_size_pct"": 0.1041722101662445, ""theta_out"": 0.45}}, {""eval_end_exclusive_date"": ""2026-06-14"", ""eval_start_date"": ""2026-04-29"", ""fold"": 5, ""policy"": {""atr_mult"": 4.0, ""enter_floor"": 0.7907347829098575, ""enter_strong"": 0.7907347829098575, ""hold_days"": 1, ""lock_activate"": 0.02, ""max_concurrent"": 9, ""max_price_runup"": 0.1026751705323586, ""max_prob_surge"": 0.21565677107554598, ""position_size_pct"": 0.1055611546916717, ""theta_out"": 0.5533054853960774}}]","{""atr_mult"": 4.0, ""enter_floor"": 0.7923936263500405, ""enter_strong"": 0.7959123719631349, ""hold_days"": 1, ""lock_activate"": 0.02, ""max_concurrent"": 10, ""max_price_runup"": 0.14123553197051872, ""max_prob_surge"": 0.28472068095767905, ""position_size_pct"": 0.09744361351356448, ""theta_out"": 0.5718043065132098}",51.743,32.3558,19.3872,-22.8752,1.4241,0.9885,2024-07-29,2025-12-31,359,132,70.4545,133.5916,167.1905,22069.14,17634.09,4489.51,4435.05,38.6364,11.4436,11.0059,5.0,20.0,False,64,51,30,0,0,0,5.8861,0.0,81.5807,12.5332,9,0,111,12,0,0,0,23.8164,17.5912,6.2251,-10.4835,2.2266,1.9447,2026-01-02,2026-06-12,112,183,67.2131,120.4666,148.0896,27100.4,22045.39,5113.25,5055.01,38.7978,14.299,16.6765,5.0,20.0,False,18,60,108,0,0,0,4.9659,1.2194,92.3684,1.4463,15,2,164,2,0,0,0
T4 GeoPriority,SPY,False,False,False,event_priority,0.3,-4.00769,train_fit,frozen_policy,0,2026-01-01,445,12.0,10,"{""atr_mult"": 3.921514777216161, ""enter_floor"": 0.7045080942321168, ""enter_strong"": 0.7045080942321168, ""hold_days"": 1, ""lock_activate"": 0.034754712046645556, ""max_concurrent"": 10, ""max_price_runup"": 0.10098334654855494, ""max_prob_surge"": 0.4349014317032056, ""position_size_pct"": 0.12, ""theta_out"": 0.5277193766613703}","{""atr_mult"": 3.921514777216161, ""enter_floor"": 0.7045080942321168, ""enter_strong"": 0.7045080942321168, ""hold_days"": 1, ""lock_activate"": 0.034754712046645556, ""max_concurrent"": 10, ""max_price_runup"": 0.10098334654855494, ""max_prob_surge"": 0.4349014317032056, ""position_size_pct"": 0.12, ""theta_out"": 0.5277193766613703}",53.7096,25.1147,28.5949,-18.9941,1.6905,0.9653,2024-07-29,2025-12-31,359,128,67.9688,231.7432,265.5222,33986.84,29663.13,4378.04,4323.71,40.625,12.0,12.0,12.0,12.0,False,136,7,29,55,0,0,7.1934,0.0,83.3888,9.4178,10,0,105,13,51,51,0,20.6384,8.5199,12.1185,-10.2622,2.0478,1.3968,2026-01-02,2026-06-12,112,197,59.3909,117.6093,143.5812,28285.49,23169.04,5172.73,5116.45,41.6244,12.0,12.0,12.0,12.0,False,249,12,25,71,0,0,7.1507,0.6013,92.248,0.0,13,1,183,0,83,83,0
T4 GeoPriority,QQQ,False,False,False,event_priority,0.3,-5.333582,train_fit,frozen_policy,0,2026-01-01,445,11.4756,10,"{""atr_mult"": 3.938371795169909, ""enter_floor"": 0.7905810919437674, ""enter_strong"": 0.7905810919437674, ""hold_days"": 1, ""lock_activate"": 0.03269975535947568, ""max_concurrent"": 10, ""max_price_runup"": 0.1322254265546058, ""max_prob_surge"": 0.24777925227442915, ""position_size_pct"": 0.11475557931764958, ""theta_out"": 0.5725772170351875}","{""atr_mult"": 3.938371795169909, ""enter_floor"": 0.7905810919437674, ""enter_strong"": 0.7905810919437674, ""hold_days"": 1, ""lock_activate"": 0.03269975535947568, ""max_concurrent"": 10, ""max_price_runup"": 0.1322254265546058, ""max_prob_surge"": 0.24777925227442915, ""position_size_pct"": 0.11475557931764958, ""theta_out"": 0.5725772170351875}",56.189,32.3558,23.8333,-22.8758,1.5292,0.9885,2024-07-29,2025-12-31,359,130,66.1538,161.5669,196.2257,25509.34,21003.7,4560.45,4505.64,40.7692,11.4756,11.4756,11.4756,11.4756,False,75,5,15,46,0,0,5.9412,0.0,84.6588,9.4001,9,0,108,13,43,43,0,27.3845,17.5912,9.7933,-9.0176,2.5445,1.9447,2026-01-02,2026-06-12,112,182,56.5934,147.4698,172.8416,31457.17,26839.51,4673.34,4617.66,43.956,11.4756,11.4756,11.4756,11.4756,False,99,10,30,61,0,0,7.9713,1.1559,90.2229,0.6499,15,2,164,1,71,71,0
T1+T2+T3+T4,SPY,True,True,True,event_priority,0.3,0.657714,online_refit,online_refit_schedule,5,2026-01-01,445,9.7596,10,"[{""eval_end_exclusive_date"": ""2025-07-29"", ""eval_start_date"": ""2025-04-29"", ""fold"": 1, ""policy"": {""atr_mult"": 3.3807916853867646, ""enter_floor"": 0.7390597508288134, ""enter_strong"": 0.7465045780331018, ""hold_days"": 1, ""lock_activate"": 0.028157108432289937, ""max_concurrent"": 10, ""max_price_runup"": 0.08302112734457127, ""max_prob_surge"": 0.38278355595254826, ""position_size_pct"": 0.11978584266340359, ""theta_out"": 0.5441435978493911}}, {""eval_end_exclusive_date"": ""2025-10-29"", ""eval_start_date"": ""2025-07-29"", ""fold"": 2, ""policy"": {""atr_mult"": 3.850810891144542, ""enter_floor"": 0.7557108435052743, ""enter_strong"": 0.7950473778332413, ""hold_days"": 2, ""lock_activate"": 0.024587471994251577, ""max_concurrent"": 10, ""max_price_runup"": 0.05670509536995137, ""max_prob_surge"": 0.6162555364125826, ""position_size_pct"": 0.10072079072302331, ""theta_out"": 0.5559790416260865}}, {""eval_end_exclusive_date"": ""2026-01-29"", ""eval_start_date"": ""2025-10-29"", ""fold"": 3, ""policy"": {""atr_mult"": 4.0, ""enter_floor"": 0.7441155574346678, ""enter_strong"": 0.7441155574346678, ""hold_days"": 2, ""lock_activate"": 0.02, ""max_concurrent"": 10, ""max_price_runup"": 0.10049369537994504, ""max_prob_surge"": 0.44756406349260164, ""position_size_pct"": 0.09759607554289716, ""theta_out"": 0.5705705203040348}}, {""eval_end_exclusive_date"": ""2026-04-29"", ""eval_start_date"": ""2026-01-29"", ""fold"": 4, ""policy"": {""atr_mult"": 3.674876252379527, ""enter_floor"": 0.71941479435073, ""enter_strong"": 0.71941479435073, ""hold_days"": 2, ""lock_activate"": 0.020223360847116754, ""max_concurrent"": 9, ""max_price_runup"": 0.17471679445843255, ""max_prob_surge"": 0.4673263977254473, ""position_size_pct"": 0.07844783950685504, ""theta_out"": 0.4596849864733171}}, {""eval_end_exclusive_date"": ""2026-06-14"", ""eval_start_date"": ""2026-04-29"", ""fold"": 5, ""policy"": {""atr_mult"": 3.73267948062613, ""enter_floor"": 0.7103949889962923, ""enter_strong"": 0.7103949889962923, ""hold_days"": 1, ""lock_activate"": 0.02, ""max_concurrent"": 8, ""max_price_runup"": 0.14226804747881952, ""max_prob_surge"": 0.4699540335484124, ""position_size_pct"": 0.09013303332461807, ""theta_out"": 0.5686993527310376}}]","{""atr_mult"": 4.0, ""enter_floor"": 0.7441155574346678, ""enter_strong"": 0.7441155574346678, ""hold_days"": 2, ""lock_activate"": 0.02, ""max_concurrent"": 10, ""max_price_runup"": 0.10049369537994504, ""max_prob_surge"": 0.44756406349260164, ""position_size_pct"": 0.09759607554289716, ""theta_out"": 0.5705705203040348}",37.1628,25.1147,12.0481,-18.9919,1.3104,0.9653,2024-07-29,2025-12-31,359,133,64.6617,69.5703,96.5535,12841.62,9252.85,3644.32,3588.77,42.1053,10.2334,10.4417,5.0,20.0,False,91,3,33,49,0,0,7.6713,0.0,82.9278,9.4009,9,0,111,13,43,43,0,23.1642,8.5199,14.6443,-6.5458,2.4769,1.3968,2026-01-02,2026-06-12,112,203,65.5172,103.1047,126.9532,25771.49,20930.26,4898.38,4841.23,35.9606,11.9519,10.1491,5.0,20.0,False,184,13,79,72,0,0,4.8786,1.5234,93.5975,0.0005,14,2,186,1,86,85,1
